Geo_Point,PTCAR_ID,TAF_TAP_code,Symbolic_name,Abbreviation_BTS_French_short,Abbreviation_BTS_Dutch_short,Abbreviation_BTS_French_complete,Abbreviation_BTS_Dutch_complete,Short_name_in_French,Short_name_in_Dutch,Middle_name_in_French,Middle_name_in_Dutch,Complete_name_in_French,Complete_name_in_Dutch,Classification_NL,Classification_EN,Classification_FR
"50.75737043229811, 5.521759925575838",1779,BE01779,1779,WA-FL L34,WA-VL L34,FRONT. WALLONIE-FLANDRE L34,GRENS WALLONIE-VLAANDEREN L34,Wa-Fl L34,Wa-Vl L34,Front. Wa-Fl L34,Grens Wa-Vl L34,Front. Wallonie-Flandre L34,Grens Wallonië-Vlaanderen L34,6,6,6
"50.87056850045265, 4.285568608351162",1782,BE01782,1782,BR-FL L50,BR-VL L50,FRONT. BRUXELLES-FLANDRE L50,GRENS BRUSSEL-VLAANDEREN L50,Br-Fl L50,Br-Vl L50,Front. Br-Fl L50,Grens Br-Vl L50,Front. Bruxelles-Flandre L50,Grens Brussel-Vlaanderen L50,6,6,6
"50.82271853023509, 4.247494852500469",1783,BE01783,1783,BR-FL L50A,BR-VL L50A,FRONT. BRUXELLES-FLANDRE L50A,GRENS BRUSSEL-VLAANDEREN L50A,Br-Fl L50A,Br-Vl L50A,Front. Br-Fl L50A,Grens Br-Vl L50A,Front. Bruxelles-Flandre L50A,Grens Brussel-Vlaanderen L50A,6,6,6
"50.78022429801105, 3.029503178283464",1785,BE01785,1785,FL-WA L69,VL-WA L69,FRONT. FLANDRE-WALLONIE L69,GRENS VLAANDEREN-WALLONIE L69,Fl-Wa L69,Vl-Wa L69,Front. Fl-Wa L69,Grens Vl-Wa L69,Front. Flandre-Wallonie L69,Grens Vlaanderen-Wallonië L69,6,6,6
"50.79735837411506, 2.955087265621167",1786,BE01786,1786,WA-FL L69,WA-VL L69,FRONT. WALLONIE-FLANDRE L69,GRENS WALLONIE-VLAANDEREN L69,Wa-Fl L69,Wa-Vl L69,Front. Wa-Fl L69,Grens Wa-Vl L69,Front. Wallonie-Flandre L69,Grens Wallonië-Vlaanderen L69,6,6,6
"50.747821158217995, 3.850525120239248",1789,BE01789,1789,FL-WA L90,VL-WA L90,FRONT. FLANDRE-WALLONIE L90,GRENS VLAANDEREN-WALLONIE L90,Fl-Wa L90,Vl-Wa L90,Front. Fl-Wa L90,Grens Vl-Wa L90,Front. Flandre-Wallonie L90,Grens Vlaanderen-Wallonië L90,6,6,6
"50.721632087097866, 4.17232142017258",1790,BE01790,1790,FL-WA 1 L94,VL-WA 1 L94,FRONT. FLANDRE-WALLONIE 1 L94,GRENS VLAANDEREN-WALLONIE1 L94,Fl-Wa 1 L94,Vl-Wa 1 L94,Front. Fl-Wa 1 L94,Grens Vl-Wa 1 L94,Front. Flandre-Wallonie 1 L94,Grens Vlaanderen-Wallonië1 L94,6,6,6
"50.9004588156851, 4.426599755302884",1815,BE01815,1815,BR-FL L36C/2,BR-VL L36C/2,FRONT. BRUXELLES-FLANDRE 36C/2,GRENS BRUSSEL-VLAANDEREN 36C/2,Br-Fl L36C/2,Br-Vl L36C/2,Front. Br-Fl L36C/2,Grens Br-Vl L36C/2,Front. Bruxelles-Flandre 36C/2,Grens Brussel-Vlaanderen 36C/2,6,6,6
"51.30571301280846, 4.34001353983455",2042,BE02042,TOX88,L11/1XL223,L11/1XL223,LIJN 11/1-KRUISING LIJN 223(1),LIJN 11/1-KRUISING LIJN 223(1),L11/1xL223,L11/1xL223,L11/1-Kruis. L223(1),L11/1-Kruis. L223(1),Lijn 11/1-Kruising lijn 223(1),Lijn 11/1-Kruising lijn 223(1),Rooster,Grid,Gril
"50.80195188823009, 4.393613977738645",189,BE00189,BOL,BOONDAEL,BOONDAAL,BOONDAEL,BOONDAAL,Boondael,Boondaal,Boondael,Boondaal,Boondael,Boondaal,Stopplaats,Stop in open track,Point darrêt
"50.64367353107232, 4.36339470287942",738,BE00738,FOL,LILLOIS,LILLOIS,LILLOIS,LILLOIS,Lillois,Lillois,Lillois,Lillois,Lillois,Lillois,Stopplaats,Stop in open track,Point darrêt
"50.74811387298626, 4.361939405399492",1079,BE01079,FGO,RHODE-ST-G,ST-GEN-RODE,RHODE-SAINT-GENESE,SINT-GENESIUS-RODE,Rhode-St-G,St-Gen-Rode,Rhode-Saint-Genèse,Sint-Genesius-Rode,Rhode-Saint-Genèse,Sint-Genesius-Rode,Stopplaats,Stop in open track,Point darrêt
"51.15406191650753, 4.465214254348258",590,BE00590,MHO,HOVE,HOVE,HOVE,HOVE,Hove,Hove,Hove,Hove,Hove,Hove,Stopplaats,Stop in open track,Point darrêt
"50.59896972445059, 5.465658900578723",705,BE00705,MAN,LEMAN,LEMAN,LEMAN,LEMAN,Leman,Leman,Leman,Leman,Leman,Leman,Stopplaats,Stop in open track,Point darrêt
"51.06421597579114, 3.577045762398203",682,BE00682,FLM,LANDEGEM,LANDEGEM,LANDEGEM,LANDEGEM,Landegem,Landegem,Landegem,Landegem,Landegem,Landegem,Station,Station,Gare
"51.02005759229028, 3.764835021113617",822,BE00822,FKR,MERELBEKE,MERELBEKE,MERELBEKE,MERELBEKE,Merelbeke,Merelbeke,Merelbeke,Merelbeke,Merelbeke,Merelbeke,Stopplaats,Stop in open track,Point darrêt
"50.81920158619405, 4.404357132417043",1761,BE01761,FDEL,DELTA,DELTA,DELTA,DELTA,Delta,Delta,Delta,Delta,Delta,Delta,Stopplaats,Stop in open track,Point darrêt
"50.22485292105391, 5.300638767374593",100,BE00100,AYE,AYE,AYE,AYE,AYE,Aye,Aye,Aye,Aye,Aye,Aye,Stopplaats,Stop in open track,Point darrêt
"51.12542028360778, 4.340225752995774",1066,BE01066,FC,SCHELLE,SCHELLE,SCHELLE,SCHELLE,Schelle,Schelle,Schelle,Schelle,Schelle,Schelle,Stopplaats,Stop in open track,Point darrêt
"50.592425163054564, 4.667147778459498",366,BE00366,MNG,ERNAGE,ERNAGE,ERNAGE,ERNAGE,Ernage,Ernage,Ernage,Ernage,Ernage,Ernage,Stopplaats,Stop in open track,Point darrêt
"50.30970783583689, 4.13014106169753",371,BE00371,LQB,ERQUEL-VILL,ERQUEL-VILL,ERQUELINNES-VILLAGE,ERQUELINNES-VILLAGE,Erquel-Vill,Erquel-Dorp,Erquelinnes-Village,Erquelinnes-Dorp,Erquelinnes-Village,Erquelinnes-Dorp,Stopplaats,Stop in open track,Point darrêt
"50.79221449416178, 4.331745965549022",1167,BE01167,FTE,UCCLE-CALEV,UKKEL-KALEV,UCCLE-CALEVOET,UKKEL-KALEVOET,Uccle-Calev,Ukkel-Kalev,Uccle-Calevoet,Ukkel-Kalevoet,Uccle-Calevoet,Ukkel-Kalevoet,Stopplaats,Stop in open track,Point darrêt
"50.65762691384228, 5.642755163284396",876,BE00876,MSI,MONSIN,MONSIN,MONSIN,MONSIN,Monsin,Monsin,Monsin,Monsin,Monsin,Monsin,Station,Station,Gare
"51.211527122666595, 5.310537299329511",750,BE00750,LOL,LOMMEL,LOMMEL,LOMMEL,LOMMEL,Lommel,Lommel,Lommel,Lommel,Lommel,Lommel,Stopplaats,Stop in open track,Point darrêt
"50.66320539666523, 3.937245876119478",121,BE00121,FIL,SILLY,SILLY,SILLY,SILLY,Silly,Opzullik,Silly,Opzullik,Silly,Opzullik,Stopplaats,Stop in open track,Point darrêt
"50.73924115695371, 4.370342369078159",316,BE00316,FHO,DE HOEK,DE HOEK,DE HOEK,DE HOEK,De Hoek,De Hoek,De Hoek,De Hoek,De Hoek,De Hoek,Stopplaats,Stop in open track,Point darrêt
"51.038313764132226, 5.280683551760488",565,BE00565,MHD,HEUSDEN,HEUSDEN,HEUSDEN,HEUSDEN,Heusden,Heusden,Heusden,Heusden,Heusden,Heusden,Stopplaats,Stop in open track,Point darrêt
"51.081104582928326, 4.326980820033769",1017,BE01017,FRBS,RUISBR-SAUV,RUISBR-SAUV,RUISBROEK-SAUVEGARDE,RUISBROEK-SAUVEGARDE,Ruisbr-Sauv,Ruisbr-Sauv,Ruisbroek-Sauvegarde,Ruisbroek-Sauvegarde,Ruisbroek-Sauvegarde,Ruisbroek-Sauvegarde,Stopplaats,Stop in open track,Point darrêt
"50.90080462540978, 3.805776391176711",106,BE00106,FGE,BALEGEM-ZUID,BALEGEM-ZUID,BALEGEM-ZUID,BALEGEM-ZUID,Balegem-Sud,Balegem-Zuid,Balegem-Sud,Balegem-Zuid,Balegem-Sud,Balegem-Zuid,Stopplaats,Stop in open track,Point darrêt
"50.873033679817716, 4.2907473424016",243,BE00243,FBSG,BERCHEM-ST-A,ST-A-BERCHEM,BERCHEM-SAINTE-AGATHE,SINT-AGATHA-BERCHEM,Berchem-St-A,St-A-Berchem,Berchem-Ste-Agathe,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Sint-Agatha-Berchem,Stopplaats,Stop in open track,Point darrêt
"50.875656664672775, 3.73151420520436",873,BE00873,MNK,MUNKZWALM,MUNKZWALM,MUNKZWALM,MUNKZWALM,Munkzwalm,Munkzwalm,Munkzwalm,Munkzwalm,Munkzwalm,Munkzwalm,Stopplaats,Stop in open track,Point darrêt
"50.73811044307934, 4.497448352915446",672,BE00672,ML,LA HULPE,LA HULPE,LA HULPE,LA HULPE,La Hulpe,Terhulpen,La Hulpe,Terhulpen,La Hulpe,Terhulpen,Stopplaats,Stop in open track,Point darrêt
"50.44790380864625, 4.26440662547954",250,BE00250,LNS,CARNIERES,CARNIERES,CARNIERES,CARNIERES,Carnières,Carnières,Carnières,Carnières,Carnières,Carnières,Stopplaats,Stop in open track,Point darrêt
"50.83993055256729, 4.399590549319555",826,BE00826,MER,MERODE,MERODE,MERODE,MERODE,Mérode,Mérode,Mérode,Mérode,Mérode,Mérode,Stopplaats,Stop in open track,Point darrêt
"50.26226836082343, 5.124119622963848",257,BE00257,CHAP,CHAPOIS,CHAPOIS,CHAPOIS,CHAPOIS,Chapois,Chapois,Chapois,Chapois,Chapois,Chapois,Stopplaats,Stop in open track,Point darrêt
"51.13687113843866, 3.792051154035946",1491,BE01491,FGRDD,RODENH.DOK,RODENH.DOK,GENT-RODENHUIZEDOK,GENT-RODENHUIZEDOK,Rodenh.dok,Rodenh.dok,Gent-Rodenhuizedok,Gent-Rodenhuizedok,Gent-Rodenhuizedok,Gent-Rodenhuizedok,Station,Station,Gare
"50.5519770649044, 4.720151428742302",754,BE00754,MLZ,LONZEE,LONZEE,LONZEE,LONZEE,Lonzée,Lonzée,Lonzée,Lonzée,Lonzée,Lonzée,Stopplaats,Stop in open track,Point darrêt
"50.76018324714069, 4.467428763148234",572,BE00572,FOY,HOEILAART,HOEILAART,HOEILAART,HOEILAART,Hoeilaart,Hoeilaart,Hoeilaart,Hoeilaart,Hoeilaart,Hoeilaart,Stopplaats,Stop in open track,Point darrêt
"50.65931328819275, 4.569055560736377",252,BE00252,MCM,CEROUX-MOUST,CEROUX-MOUST,CEROUX-MOUSTY,CEROUX-MOUSTY,Céroux-Moust,Céroux-Moust,Céroux-Mousty,Céroux-Mousty,Céroux-Mousty,Céroux-Mousty,Stopplaats,Stop in open track,Point darrêt
"50.54452335104763, 5.810241413321089",629,BE00629,FJL,JUSLENVILLE,JUSLENVILLE,JUSLENVILLE,JUSLENVILLE,Juslenville,Juslenville,Juslenville,Juslenville,Juslenville,Juslenville,Stopplaats,Stop in open track,Point darrêt
"50.89300414907503, 4.543312927026168",648,BE00648,FTB,KORTENBERG,KORTENBERG,KORTENBERG,KORTENBERG,Kortenberg,Kortenberg,Kortenberg,Kortenberg,Kortenberg,Kortenberg,Stopplaats,Stop in open track,Point darrêt
"49.688283939127956, 5.785474662628208",1198,BE01198,FVIV,VIVILLE,VIVILLE,VIVILLE,VIVILLE,Viville,Viville,Viville,Viville,Viville,Viville,Stopplaats,Stop in open track,Point darrêt
"50.76376087765239, 5.036335028370854",900,BE00900,FWI,NEERWINDEN,NEERWINDEN,NEERWINDEN,NEERWINDEN,Neerwinden,Neerwinden,Neerwinden,Neerwinden,Neerwinden,Neerwinden,Stopplaats,Stop in open track,Point darrêt
"50.751641324160445, 4.265609116848828",591,BE00591,HUI,HUIZINGEN,HUIZINGEN,HUIZINGEN,HUIZINGEN,Huizingen,Huizingen,Huizingen,Huizingen,Huizingen,Huizingen,Stopplaats,Stop in open track,Point darrêt
"50.970632710101064, 3.79131779293632",685,BE00685,FLDK,LANDSKOUTER,LANDSKOUTER,LANDSKOUTER,LANDSKOUTER,Landskouter,Landskouter,Landskouter,Landskouter,Landskouter,Landskouter,Stopplaats,Stop in open track,Point darrêt
"50.316274428263505, 4.186533133498057",664,BE00664,NLB,LABUISSIERE,LABUISSIERE,LABUISSIERE,LABUISSIERE,Labuissière,Labuissière,Labuissière,Labuissière,Labuissière,Labuissière,Stopplaats,Stop in open track,Point darrêt
"50.357541982477954, 5.056427261379705",405,BE00405,FLO,FLOREE,FLOREE,FLOREE,FLOREE,Florée,Florée,Florée,Florée,Florée,Florée,Stopplaats,Stop in open track,Point darrêt
"50.26875846150931, 4.430333398823612",976,BE00976,PRY,PRY,PRY,PRY,PRY,Pry,Pry,Pry,Pry,Pry,Pry,Stopplaats,Stop in open track,Point darrêt
"51.16382800021025, 4.494046995460415",177,BE00177,GBC,BOECHOUT,BOECHOUT,BOECHOUT,BOECHOUT,Boechout,Boechout,Boechout,Boechout,Boechout,Boechout,Stopplaats,Stop in open track,Point darrêt
"50.513400763278376, 4.675936277520505",809,BE00809,FZY,MAZY,MAZY,MAZY,MAZY,Mazy,Mazy,Mazy,Mazy,Mazy,Mazy,Stopplaats,Stop in open track,Point darrêt
"50.913783366720125, 3.935959775955002",110,BE00110,BAM,BAMBRUGGE,BAMBRUGGE,BAMBRUGGE,BAMBRUGGE,Bambrugge,Bambrugge,Bambrugge,Bambrugge,Bambrugge,Bambrugge,Stopplaats,Stop in open track,Point darrêt
"50.38773555534724, 4.995789831337536",287,BE00287,MRR,COURRIERE,COURRIERE,COURRIERE,COURRIERE,Courrière,Courrière,Courrière,Courrière,Courrière,Courrière,Stopplaats,Stop in open track,Point darrêt
"50.92330344560649, 4.700698414016601",1242,BE01242,FWG,WIJGMAAL,WIJGMAAL,WIJGMAAL,WIJGMAAL,Wijgmaal,Wijgmaal,Wijgmaal,Wijgmaal,Wijgmaal,Wijgmaal,Stopplaats,Stop in open track,Point darrêt
"51.171808098001065, 4.455388660949409",866,BE00866,GMOG,M-OUDE GOD,M-OUDE GOD,MORTSEL-OUDE GOD,MORTSEL-OUDE GOD,M-Oude God,M-Oude God,Mortsel-Oude God,Mortsel-Oude God,Mortsel-Oude God,Mortsel-Oude God,Stopplaats,Stop in open track,Point darrêt
"50.621786596713214, 4.549374449548871",395,BE00395,MFX,FAUX,FAUX,FAUX,FAUX,Faux,Faux,Faux,Faux,Faux,Faux,Stopplaats,Stop in open track,Point darrêt
"51.16893689452469, 4.789732769739082",1232,BE01232,LWO,WOLFSTEE,WOLFSTEE,WOLFSTEE,WOLFSTEE,Wolfstee,Wolfstee,Wolfstee,Wolfstee,Wolfstee,Wolfstee,Stopplaats,Stop in open track,Point darrêt
"50.4620298596236, 4.400412086654576",286,BE00286,LCCM,COURC-MOTTE,COURC-MOTTE,COURCELLES-MOTTE,COURCELLES-MOTTE,Courc-Motte,Courc-Motte,Courcelles-Motte,Courcelles-Motte,Courcelles-Motte,Courcelles-Motte,Station,Station,Gare
"50.60027301310445, 3.832948437258735",832,BE00832,FEV,MEVERG-ATTRE,MEVERG-ATTRE,MEVERGNIES-ATTRE,MEVERGNIES-ATTRE,Méverg-Attre,Méverg-Attre,Mévergnies-Attre,Mévergnies-Attre,Mévergnies-Attre,Mévergnies-Attre,Stopplaats,Stop in open track,Point darrêt
"51.00313856979093, 4.011262908294323",1060,BE01060,FAD,SCHOONAARDE,SCHOONAARDE,SCHOONAARDE,SCHOONAARDE,Schoonaarde,Schoonaarde,Schoonaarde,Schoonaarde,Schoonaarde,Schoonaarde,Stopplaats,Stop in open track,Point darrêt
"50.44348110123118, 4.762999764162857",406,BE00406,FLF,FLOREFFE,FLOREFFE,FLOREFFE,FLOREFFE,Floreffe,Floreffe,Floreffe,Floreffe,Floreffe,Floreffe,Stopplaats,Stop in open track,Point darrêt
"50.74402497316743, 3.96495648670834",432,BE00432,FGM,GALMAARDEN,GALMAARDEN,GALMAARDEN,GALMAARDEN,Gammerages,Galmaarden,Gammerages,Galmaarden,Gammerages,Galmaarden,Stopplaats,Stop in open track,Point darrêt
"50.88344233246161, 4.506060557023734",916,BE00916,LEM,NOSSEGEM,NOSSEGEM,NOSSEGEM,NOSSEGEM,Nossegem,Nossegem,Nossegem,Nossegem,Nossegem,Nossegem,Stopplaats,Stop in open track,Point darrêt
"50.988539647835054, 4.498451705248836",574,BE00574,FHF,HOFSTADE,HOFSTADE,HOFSTADE,HOFSTADE,Hofstade,Hofstade,Hofstade,Hofstade,Hofstade,Hofstade,Stopplaats,Stop in open track,Point darrêt
"51.15444063797831, 3.61518699750787",1206,BE01206,LWT,WAARSCHOOT,WAARSCHOOT,WAARSCHOOT,WAARSCHOOT,Waarschoot,Waarschoot,Waarschoot,Waarschoot,Waarschoot,Waarschoot,Stopplaats,Stop in open track,Point darrêt
"50.58695623636823, 5.644168865194211",267,BE00267,FCF,CHDFONTAINE,CHDFONTAINE,CHAUDFONTAINE,CHAUDFONTAINE,Chdfontaine,Chdfontaine,Chaudfontaine,Chaudfontaine,Chaudfontaine,Chaudfontaine,Stopplaats,Stop in open track,Point darrêt
"51.261690355656995, 4.427946721182962",58,BE00058,AND,ANTW-NDOKN,ANTW-NDOKN,ANTWERPEN-NOORDERDOKKEN,ANTWERPEN-NOORDERDOKKEN,Anv-Ndokken,Antw-Ndokn,Anvers-Noorderdokken,Antw-Noorderdokken,Anvers-Noorderdokken,Antwerpen-Noorderdokken,Stopplaats,Stop in open track,Point darrêt
"50.73542701918243, 3.992881040433152",1150,BE01150,LOK,TOLLEMBEEK,TOLLEMBEEK,TOLLEMBEEK,TOLLEMBEEK,Tollembeek,Tollembeek,Tollembeek,Tollembeek,Tollembeek,Tollembeek,Stopplaats,Stop in open track,Point darrêt
"50.79358621212648, 4.36042954610276",1081,BE01081,GSO,SAINT-JOB,SINT-JOB,SAINT-JOB,SINT-JOB,Saint-Job,Sint-Job,Saint-Job,Sint-Job,Saint-Job,Sint-Job,Stopplaats,Stop in open track,Point darrêt
"50.52248171944925, 5.191103060283717",118,BE00118,NBE,BAS-OHA,BAS-OHA,BAS-OHA,BAS-OHA,Bas-Oha,Bas-Oha,Bas-Oha,Bas-Oha,Bas-Oha,Bas-Oha,Stopplaats,Stop in open track,Point darrêt
"50.33322928558822, 4.406633114707752",133,BE00133,BEI,BEIGNEE,BEIGNEE,BEIGNEE,BEIGNEE,Beignée,Beignée,Beignée,Beignée,Beignée,Beignée,Stopplaats,Stop in open track,Point darrêt
"51.11082441003055, 4.340335935217864",905,BE00905,LNI,NIEL,NIEL,NIEL,NIEL,Niel,Niel,Niel,Niel,Niel,Niel,Stopplaats,Stop in open track,Point darrêt
"51.18289070835871, 4.448811508068692",863,BE00863,GMO,MORTSEL,MORTSEL,MORTSEL,MORTSEL,Mortsel,Mortsel,Mortsel,Mortsel,Mortsel,Mortsel,Stopplaats,Stop in open track,Point darrêt
"50.83570060691955, 4.653595847354818",941,BE00941,GVH,OUD-HEVERLEE,OUD-HEVERLEE,OUD-HEVERLEE,OUD-HEVERLEE,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Stopplaats,Stop in open track,Point darrêt
"51.33827191022156, 3.262935063525739",337,BE00337,MUI,DUINBERGEN,DUINBERGEN,DUINBERGEN,DUINBERGEN,Duinbergen,Duinbergen,Duinbergen,Duinbergen,Duinbergen,Duinbergen,Stopplaats,Stop in open track,Point darrêt
"50.64016116909001, 5.561580820913395",728,BE00728,FLJ,LIEGE-CARRE,LIEGE-CARRE,LIEGE-CARRE,LIEGE-CARRE,Liège-Carré,Luik-Carré,Liège-Carré,Liège-Carré,Liège-Carré,Luik-Carré,Stopplaats,Stop in open track,Point darrêt
"51.00823699970865, 4.514109018799756",871,BE00871,FIZ,MUIZEN,MUIZEN,MUIZEN,MUIZEN,Muizen,Muizen,Muizen,Muizen,Muizen,Muizen,Stopplaats,Stop in open track,Point darrêt
"50.70765177681452, 4.595155144998523",153,BE00153,FBRG,BIERGES-WAL,BIERGES-WAL,BIERGES-WALIBI,BIERGES-WALIBI,Bierges-Wal,Bierges-Wal,Bierges-Walibi,Bierges-Walibi,Bierges-Walibi,Bierges-Walibi,Stopplaats,Stop in open track,Point darrêt
"50.988898042508765, 4.157254202190265",542,BE00542,LEZ,HEIZIJDE,HEIZIJDE,HEIZIJDE,HEIZIJDE,Heizijde,Heizijde,Heizijde,Heizijde,Heizijde,Heizijde,Stopplaats,Stop in open track,Point darrêt
"50.13309074637851, 5.276553146811394",418,BE00418,MFR,FORRIERES,FORRIERES,FORRIERES,FORRIERES,Forrières,Forrières,Forrières,Forrières,Forrières,Forrières,Stopplaats,Stop in open track,Point darrêt
"50.87943983027774, 4.348514001056965",1767,BE01767,FBL,BOCKSTAEL,BOCKSTAEL,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,Bockstael,Bockstael,Bockstael,Bockstael,Stopplaats,Stop in open track,Point darrêt
"50.77926684369613, 4.651601336908382",954,BE00954,FPC,PECROT,PECROT,PECROT,PECROT,Pecrot,Pecrot,Pecrot,Pecrot,Pecrot,Pecrot,Stopplaats,Stop in open track,Point darrêt
"50.428329185863085, 5.533840033584992",510,BE00510,LHM,HAMOIR,HAMOIR,HAMOIR,HAMOIR,Hamoir,Hamoir,Hamoir,Hamoir,Hamoir,Hamoir,Station,Station,Gare
"50.932896545484454, 4.216581185274301",841,BE00841,LHL,MOLLEM,MOLLEM,MOLLEM,MOLLEM,Mollem,Mollem,Mollem,Mollem,Mollem,Mollem,Stopplaats,Stop in open track,Point darrêt
"50.981903830816094, 4.57399271213074",190,BE00190,FOB,BOORTMEERB,BOORTMEERB,BOORTMEERBEEK,BOORTMEERBEEK,Boortmeerb,Boortmeerb,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Stopplaats,Stop in open track,Point darrêt
"50.42914428231437, 4.552667151871713",392,BE00392,FFC,FARCIENNES,FARCIENNES,FARCIENNES,FARCIENNES,Farciennes,Farciennes,Farciennes,Farciennes,Farciennes,Farciennes,Stopplaats,Stop in open track,Point darrêt
"51.15960165609087, 4.664476042760993",907,BE00907,FJE,NIJLEN,NIJLEN,NIJLEN,NIJLEN,Nijlen,Nijlen,Nijlen,Nijlen,Nijlen,Nijlen,Stopplaats,Stop in open track,Point darrêt
"50.34885062327189, 4.869974118156255",472,BE00472,NGD,GODINNE,GODINNE,GODINNE,GODINNE,Godinne,Godinne,Godinne,Godinne,Godinne,Godinne,Stopplaats,Stop in open track,Point darrêt
"50.536335795046575, 3.962143547161489",805,BE00805,FYP,MASNUY-ST-P,MASNUY-ST-P,MASNUY-SAINT-PIERRE,MASNUY-SAINT-PIERRE,Masnuy-St-P,Masnuy-St-P,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,Stopplaats,Stop in open track,Point darrêt
"50.43312875598628, 4.32347282841663",413,BE00413,LFC,FORCHIES,FORCHIES,FORCHIES,FORCHIES,Forchies,Forchies,Forchies,Forchies,Forchies,Forchies,Stopplaats,Stop in open track,Point darrêt
"50.91099162646058, 3.987780755038092",345,BE00345,MEE,EDE,EDE,EDE,EDE,Ede,Ede,Ede,Ede,Ede,Ede,Stopplaats,Stop in open track,Point darrêt
"50.88239869074807, 4.115166601258688",378,BE00378,FKS,ESSENE-LOMB,ESSENE-LOMB,ESSENE-LOMBEEK,ESSENE-LOMBEEK,Essene-Lomb,Essene-Lomb,Essene-Lombeek,Essene-Lombeek,Essene-Lombeek,Essene-Lombeek,Stopplaats,Stop in open track,Point darrêt
"50.65843789643829, 5.460786562849607",155,BE00155,FTI,BIERSET-AW,BIERSET-AW,BIERSET-AWANS,BIERSET-AWANS,Bierset-Aw,Bierset-Aw,Bierset-Awans,Bierset-Awans,Bierset-Awans,Bierset-Awans,Stopplaats,Stop in open track,Point darrêt
"50.91176545452756, 5.416327540138909",324,BE00324,GDP,DIEPENBEEK,DIEPENBEEK,DIEPENBEEK,DIEPENBEEK,Diepenbeek,Diepenbeek,Diepenbeek,Diepenbeek,Diepenbeek,Diepenbeek,Stopplaats,Stop in open track,Point darrêt
"50.847894388755876, 4.188037451835516",2131,BE02131,2131,L50A-S135,L50A-S135,LIJN 50A-SEINEN B135/A148,LIJN 50A-SEINEN B135/A148,L50A-S135,L50A-S135,Lijn 50A-S.B135/A148,Lijn 50A-S.B135/A148,Lijn 50A-Seinen B135/A148,Lijn 50A-Seinen B135/A148,Blocksein met melding,Net borde,Signal de bloc avec repérage
"50.9285934590058, 3.962516720030864",367,BE00367,FRPM,ERPE-MERE,ERPE-MERE,ERPE-MERE,ERPE-MERE,Erpe-Mere,Erpe-Mere,Erpe-Mere,Erpe-Mere,Erpe-Mere,Erpe-Mere,Stopplaats,Stop in open track,Point darrêt
"50.900550015820514, 4.6335174452958",1174,BE01174,FEM,VELTEM,VELTEM,VELTEM,VELTEM,Veltem,Veltem,Veltem,Veltem,Veltem,Veltem,Stopplaats,Stop in open track,Point darrêt
"50.85178018171951, 4.362219760273292",216,BE00216,FBCO,BRUX-CONGRES,BRUSS-CONGR,BRUXELLES-CONGRES,BRUSSEL-CONGRES,Brux-Congrès,Bruss-Congr,Bruxelles-Congrès,Brussel-Congres,Bruxelles-Congrès,Brussel-Congres,Stopplaats,Stop in open track,Point darrêt
"50.687655085954, 3.824299420055708",952,BE00952,FAP,PAPIGNIES,PAPIGNIES,PAPIGNIES,PAPIGNIES,Papignies,Papegem,Papignies,Papegem,Papignies,Papegem,Stopplaats,Stop in open track,Point darrêt
"50.573287443638215, 5.688448773102868",1159,BE01159,FRZ,TROOZ,TROOZ,TROOZ,TROOZ,Trooz,Trooz,Trooz,Trooz,Trooz,Trooz,Stopplaats,Stop in open track,Point darrêt
"50.766147385502954, 4.449357054734751",486,BE00486,MDL,GROENENDAAL,GROENENDAAL,GROENENDAAL,GROENENDAAL,Groenendaal,Groenendaal,Groenendaal,Groenendaal,Groenendaal,Groenendaal,Stopplaats,Stop in open track,Point darrêt
"50.57809064902876, 4.533500041466839",1189,BE01189,LLE,VILLERS-LA-V,VILLERS-LA-V,VILLERS-LA-VILLE,VILLERS-LA-VILLE,Villers-la-V,Villers-la-V,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Stopplaats,Stop in open track,Point darrêt
"50.72414363132286, 4.621220384159443",120,BE00120,BGWV,BASSE-WAVRE,BASSE-WAVRE,BASSE-WAVRE,BASSE-WAVRE,Basse-Wavre,Basse-Wavre,Basse-Wavre,Basse-Wavre,Basse-Wavre,Basse-Wavre,Stopplaats,Stop in open track,Point darrêt
"50.605259633719655, 5.48108901393654",401,BE00401,LFG,FLEMALLE-GDE,FLEMALLE-GDE,FLEMALLE-GRANDE,FLEMALLE-GRANDE,Flémalle-Gde,Flémalle-Gde,Flémalle-Grande,Flémalle-Grande,Flémalle-Grande,Flémalle-Grande,Stopplaats,Stop in open track,Point darrêt
